01	SRC-5E11E240975B	14-t23	SR-STR-162,SR-STR-164,SR-STR-219	SR-STR-162,SR-STR-164,SR-STR-219	stages/stage14/data/14-t23/torsion_rank_dichotomy.json	stage=14-t23 | decision={"STAGE14_T23":"COMPLETE_TORSION_POSITIVE_RANK_DICHOTOMY_AND_ORDER8_PACKET_REDUCTION","DIRECTION_QUOTIENT_HAS_RATIONAL_4_TORSION":true,"PHYSICAL_KUMMER_CLASS_MINUS_ONE":true,"PHYSICAL_TORSION_ONLY_POSSIBLE_ORDER8":true,"ORDER8_IMPLIES_D_C_DMINUSC_ALL_SQUARE":true,"TORSION_ACTIVE_DIRECTION_FIRST_MOMENT":"B^(1/2+o(1))","TORSION_BRANCH_QUARTIC_PACKET_EXPLICIT":true,"FINITE_ORDER8_NECESSARY_HITS_B2M":0,"FINITE_ALL_ACTIVE_EDGES_CERTIFIED_POSITIVE_RANK_B2M":true,"ACTIVE_SECOND_
02	SRC-F2278B144422	14-t24	SR-STR-162,SR-STR-163,SR-STR-164	SR-STR-162,SR-STR-163,SR-STR-164	stages/stage14/data/14-t24/torsion_energy_rank_cover.json	stage=14-t24 | decision={"STAGE14_T24":"COMPLETE_TORSION_SECOND_MOMENT_AND_RANK_MINUS_ONE_COVER_REDUCTION","TORSION_PACKET_BINARY_QUARTIC_2_COVER":true,"TORSION_PACKET_JACOBIAN_RATIONAL_2_TORSION":true,"FIXED_TORSION_KERNEL_MULTIPLICITY":"B^o(1)","TORSION_SECOND_MOMENT":"O(B^(1/2+o(1)))","TORSION_SECOND_MOMENT_POWER_SAVING_PROVED":true,"PIERCE_XU_ODD_PRIME_ADMISSIBILITY":true,"RANK_INTEGRAL_4_TORSION_MODEL_EXPLICIT":true,"RANK_DISPLAYED_DISCRIMINANT_SQUARECLASS":"alpha*beta","RANK_PHYSICAL_MINUS
03	SRC-A40791468577	14-t25	SR-STR-162,SR-STR-163	SR-STR-162,SR-STR-163	stages/stage14/data/14-t25/local_minimality_large_prime.json	stage=14-t25 | decision={"STAGE14_T25":"COMPLETE_ODD_LOCAL_MINIMALITY_AND_PARTIAL_LARGE_PRIME_ROUTING","ODD_DISPLAYED_MODEL_MINIMAL_MULTIPLICATIVE":true,"ODD_CONDUCTOR_RADICAL_EXPLICIT":true,"ALL_ODD_D_PRIMES_1MOD4_ON_PHYSICAL_RANK_BRANCH":true,"RU_3MOD4_PART_FORCED_INTO_P2_MINUS_Q2":true,"LE_BOUDEC_LARGE_PRIME_TRANSFER_PARTIAL":true,"LE_BOUDEC_TRANSFER_FULL_POWER_SAVING_PROVED":false,"GAUSSIAN_OR_DUAL_DESCENT_REQUIRED":true,"RANK_ACTIVE_SECOND_MOMENT_POWER_SAVING_PROVED":false,"Q_ACTIVE_DIRECTI
04	SRC-1FFB9616D1F7	14-t26	SR-STR-162,SR-STR-163,SR-STR-165	SR-STR-162,SR-STR-163,SR-STR-165	stages/stage14/data/14-t26/complete_large_prime_routing.json	stage=14-t26 | decision={"STAGE14_T26":"COMPLETE_ODD_PRIME_GAUSSIAN_AND_DUAL_ROUTING","DUAL_CURVE_FULL_RATIONAL_2_TORSION":true,"PHYSICAL_DUAL_DESCENT_SIGNATURE":"1,-1,-1","D_COLUMN_ODD_PRIME_ROUTING_COMPLETE":true,"RU_COLUMN_ODD_PRIME_ROUTING_COMPLETE":true,"C_COLUMN_ODD_PRIME_ROUTING_COMPLETE":true,"ODD_LARGE_PRIME_LOCAL_ROUTING_COMPLETE":true,"GAUSSIAN_STATE_LOSS":"B^o(1)","LARGE_PRIME_AVAILABILITY_POWER_SAVING_PROVED":false,"ROUTED_PAIR_INCIDENCE_POWER_SAVING_PROVED":false,"RANK_ACTIVE_SECON
05	SRC-F3B832ACD67C	14-t27	SR-STR-162,SR-STR-163	SR-STR-162,SR-STR-163	stages/stage14/data/14-t27/trivial_kernel_smooth_barrier.json	stage=14-t27 | decision={"STAGE14_T27":"COMPLETE_TRIVIAL_KERNEL_TARGET_COMPRESSION_AND_COVER_CONDITIONED_FRIABILITY_SPLIT","TRIVIAL_KERNEL_PARTITION_ONLY_1_1":true,"N_11_EQUALS_3T":true,"DANGER_FIBER_PRIMITIVE_PYTHAGOREAN":true,"FIXED_DIRECTION_TRANSFER_TO_A11":true,"GLOBAL_SECOND_MOMENT_REQUIRED_FOR_PRIMARY_T_TARGET":false,"PRIMARY_SUFFICIENT_TARGET":"A_11(B)=O(B^(1/2-delta))","DYADIC_LARGE_SMOOTH_SPLIT_EXPLICIT":true,"ODD_LARGE_BRANCH_ROUTING_COMPLETE_FROM_T26":true,"LE_BOUDEC_POSITIVE_PROPORT
06	SRC-2242731ED718	14-t28	SR-STR-163,SR-STR-164	SR-STR-163,SR-STR-164	stages/stage14/data/14-t28/four_linear_cover_packet.json	stage=14-t28 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_LARGE_PRIME_ALWAYS_KERNEL_VISIBLE":false,"COVER_ONLY_COUNTING_WITHOUT_TORSION_REMOVAL_VALID":false,"FOUR_FACTOR_KERNEL_STATE_LOSS":"X^o(1)","FOUR_FACTOR_SQUAREFREE_KERNEL_PACKET":true,"FOUR_LINEAR_COVER_FACTORISATION":true,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t29 split non-torsion packets into largest-prime kernel-visible versus Gaussian/dual-invisible states and test square/polynomial-siev
07	SRC-D409A79D195C	14-t29	SR-STR-164	SR-STR-164	stages/stage14/data/14-t29/visible_matching_sieve_boundary.json	stage=14-t29 | decision={"A_11_POWER_SAVING_PROVED":false,"GENERIC_DIAGONAL_QUARTIC_POINT_COUNT_SUFFICIENT":false,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"KERNEL_INVISIBLE_GAUSSIAN_DUAL_BRANCH_STILL_REQUIRED":true,"NEXT":"Stage14-t30 family incidence attack on visible primitive congruence lines, with auxiliary-prime character averaging and the t26 Gaussian/dual residual branch kept separate","ODD_DIRECTION_SUPPORT_COLUMNS_PAIRWISE_D
08	SRC-4A71D60157EC	14-t3	SR-STR-223	SR-STR-223	stages/stage14/data/14-t3/humbert_elliptic_audit.json	decision={"ELLIPTIC_FACTOR_COUNT":5,"NEXT":"Stage14-t4 elliptic-factor rank/torsion audit and Kummer-cover comparison","PHYSICAL_RATIONAL_EXTRA_AUTOMORPHISM_STRATUM_EMPTY":true,"PHYSICAL_SINGULAR_EXCEPTIONAL_STRATUM_EMPTY":true,"STAGE14_T3":"COMPLETE_HUMBERT_EDGE_AND_ELLIPTIC_SPLITTING","TRIPLE_FIBER_HUMBERT_EDGE_TYPE4":true,"TRIPLE_FIBER_JACOBIAN_COMPLETELY_ELLIPTIC":true,"T_O_SQRT_B_PROVED":false,"UNIVERSAL_LOW_DEGREE_STRUCTURE_NOT_THIN":true} | metadata={"parameter":"s=t^2 with physical t rat
09	SRC-37EA0E858EA4	14-t30	SR-STR-164,SR-STR-165	SR-STR-164,SR-STR-165	stages/stage14/data/14-t30/height_auxiliary_character.json	stage=14-t30 | decision={"AUXILIARY_QUARTIC_DISCRIMINANT_EQUALS_DELTA4":true,"A_11_POWER_SAVING_PROVED":false,"BONOLIS_PIERCE_DIRECT_APPLICATION":false,"CANONICAL_INCIDENCE_AND_AUXILIARY_CHARACTER_CRT_INDEPENDENT":true,"DIRECTION_PRIMES_ARE_AUXILIARY_QUARTIC_BAD_PRIMES":true,"GOOD_AUXILIARY_PRIME_WEIL_CANCELLATION":true,"GOOD_AUXILIARY_TWO_PRIME_CORRELATION":true,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t31 prove a mo
10	SRC-CE1569619A71	14-t31	SR-STR-165	SR-STR-165	stages/stage14/data/14-t31/gaussian_cofactor_sieve.json	stage=14-t31 | decision={"A_11_POWER_SAVING_PROVED":false,"BOX_SIEVE_CLOSES_DIRECTION_PROJECTION":false,"FIXED_ELL_BOX_SIEVE_EXPONENT":"H_U^(-1/3+o(1))","FIXED_ELL_COFACTOR_BOX_SQUARE_SIEVE_POWER_SAVING":true,"FIXED_ELL_MOVING_FAMILY_COMPLETE_CORRELATION_POWER_SAVING":true,"GOOD_AUXILIARY_ADMISSIBILITY_SURVIVES_GAUSSIAN_DESCENT":true,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"INVISIBLE_CANONICAL_PRIME_GIVES_RATIONAL_PQ_INCIDENCE":false,"INVISIBLE_GOOD_AUXILIARY_SQUARE_SIEVE_OBJECT_DEFINED":tr
